ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
i165441072,michael,lee,grant,m,24, 19  windarra  crescent ,michael65@yahoo.com,married,2018-7-31t16:15+00:00, 19    windarra    crescent ,nsw,64,20,74,319,0,loss-of-appetite,0
d198098909,donald,e,masotti,m,45, 58  kurrajong  crescent ,masotti.donald@yahoo.com,married,2018-7-31t03:16+00:00, 58    kurrajong    crescent ,nt,63,19,83,168,,sinus-infection,0
d137981883,alexandra,darnell,rogers,f,45, 197  bell  street ,rogers.alexandra@yahoo.com,,2018-7-31t16:20+00:00, 197    bell    street ,vic,131,44,67,120,,degenerative-disc-disease,0
b160734202,linda,jones,thomas,f,29, 98  ellersdale  avenue ,linda.thomas@yahoo.com,not-married,2018-7-31t01:48+00:00, 98    ellersdale    avenue ,wa,54,19,79,114,,knee-stiffness,0
e177201786,carrie,lanier,ijames,f,35, 495  cross  road ,ijames50@hotmail.com,married-de-facto,2018-7-31t20:32+00:00, 495    cross    road ,sa,144,45,72,202,,abdominal-discomfort,0
g113715937,william,wheatley,portalatin,m,37, 9  finch  str ,beocgmdtqk@gmail.com,married,2018-7-31t08:13+00:00, 9    finch    street ,vic,137,38,75,181,0,musculoskeletal-pain-(hips,0
h158272846,denzel,brian,valentine,m,20, 4  meigs  crescent ,kfiefstggi@gmail.com,divorced,2018-7-31t13:15+00:00, 4    meigs    crescent ,nt,94,30,84,224,,ankle-swelling,0
f100914029,michael,cole,washington,m,30, 1  totterdell  street ,miqagpajht@mail.com.au,married-de-facto,2018-7-31t18:02+00:00, 1    totterdell    street ,act,96,33,84,184,1,paradoxical-atrial-fibrillation-with-sinus-bradycardia,0
i148966712,mary,justina,kelsey,f,76, 653  nicklin  way ,kelsey.mary@hotmail.com,married-de-facto,2018-7-31t18:14+00:00, 653    nicklin    way ,qld,58,23,73,146,,poison-ivy,0
f100183508,lawrence,,perryman,m,31, 8  lester  parade ,qkrhdqnses@aol.com,,2018-7-31t24:28+00:00, 8    lester    parade ,nsw,87,31,78,176,0,4-basal-skin-cell-spots-on-face-treated/removed,0
f134851363,jerry,anthony,metz,m,36, 62  havelock  street ,metz23@aol.com,married,2018-7-31t13:10+00:00, 62    havelock    street ,vic,71,18,67,232,,valley-fever,0
b131838268,jarrod,allan,eppolito,m,32, 20  leatherwood  drive ,eppolito68@mail.com.au,married,2018-7-31t06:49+00:00, 20    leatherwood    drive ,qld,121,43,78,177,1,nausea,0
h164759951,gladys,ann,dresner,f,38, 25  collingwood  street ,gladys.dresner@mail.com,divorced,2018-7-31t10:49+00:00, 25    collingwood    street ,wa,69,25,78,201,,fall-without-injury,0
i149824191,leatha,lynne,dixon,f,21, 68  balmoral  circuit ,leatha.dixon@yahoo.com,married-de-facto,2018-7-31t20:43+00:00, 68    balmoral    circuit ,vic,72,30,74,169,,sweating-from-worsened-flashes,0
e123857153,martha,latrice,swanzy,f,30, 16  belmore  street ,swanzy.martha@mail.com,not-married,2018-7-31t21:14+00:00, 16    belmore    street ,nsw,119,48,69,182,,headache,0
e147826779,kimberley,b,rhymer,f,47, 48  grace  street ,kimberley.rhymer@yahoo.com,married,2018-7-31t09:03+00:00, 48    grace    street ,qld,81,32,79,238,,low-energy,0
g121319330,ronald,l,mcdonald,m,54, 8  wheeler  street ,jidjnqnqge@mail.com,not-married,2018-7-31t15:36+00:00, 8    wheeler    street ,wa,88,28,78,154,0,arthralgia-pain.-5th-mcp-joint,0
i148784118,dominique,oliver,mcginn,m,35, 23  proprietary  square ,dominique71@gmail.com,not-married,2018-7-31t06:01+00:00, 23    proprietary    square ,nsw,72,24,78,181,0,cough,0
i119551794,inez,waller,sheridan,f,32, 15  maud  street ,inez.sheridan@mail.com,not-married,2018-7-31t08:15+00:00, 15    maud    street ,tas,58,18,76,149,,nasuea,0
e177459896,tonya,ann,redden,f,30,,tonya.redden@hotmail.com,married-de-facto,2018-7-31t20:23+00:00,,qld,55,23,75,186,,right-femur-fracture,0
a128137971,marc,calvin,mercer,m,26, 13  puebla  street ,mercer19@mail.com.au,widowed,2018-7-31t06:20+00:00, 13    puebla    street ,vic,94,26,79,195,,constipation,0
e100804015,daniel,scott,jarrell,m,22, 77  avocado  street ,daniel.jarrell@hotmail.com,married,2018-7-31t21:20+00:00, 77    avocado    street ,qld,80,24,78,185,0,l-shoulder-injury-due-to-motorcycle-accident,0
d110811879,christopher,joseph,heater,m,35, 4  kooringal  grove ,nhhmtomjak@hotmail.com,widowed,2018-7-31t20:47+00:00, 4    kooringal    grove ,vic,128,39,76,230,,worsening-of-ibs-symptoms-(stomach-cramps,0
f115864233,john,brian,mcdoe,m,28, 2  curlew  circuit ,mcdoe61@hotmail.com,married-de-facto,2018-7-31t09:39+00:00, 2    curlew    circuit ,nt,107,36,75,183,,dry-mouth,0
f109234344,craig,alton,miller,m,43, 2  telford  street ,miller.craig@mail.com,married,2018-7-31t18:10+00:00, 2    telford    street ,sa,78,20,79,174,,diarrhea,0
c140664422,christopher,edward,price,m,20, 2  banks  place ,price.christopher@gmail.com,separated,2018-7-31t18:49+00:00, 20    notley    street ,nsw,85,31,74,198,,bilateral-lumbar-radiculopathy,0
e193829603,johnny,millard,eldred,m,35, 55  ebden  street ,johnny.eldred@hotmail.com,not-married,2018-7-31t06:19+00:00, 55    ebden    street ,vic,117,31,78,176,0,pneumonia,0
c104331169,sara,elaine,cardwell,f,37, 56  yarrabung  road ,sara.cardwell@gmail.com,not-married,2018-7-31t15:55+00:00, 56    yarrabung    road ,nsw,83,34,74,113,,nausea,0
e100522543,christopher,dennis,meritt,m,29, 94  westmill  drive ,christopher87@hotmail.com,married,2018-7-31t11:12+00:00, 94    westmill    drive ,vic,129,32,83,157,0,depressed-at-night-when-alone,0
f159490753,roberto,p,sauers,m,28, 50  wingate  avenue ,roberto19@mail.com,married-de-facto,2018-7-31t24:38+00:00, 50    wingate    avenue ,vic,91,29,75,205,,depressed-mood,0
h144943789,felicia,leann,linn,f,45, 9  crann  street ,linn80@mail.com.au,not-married,2018-7-31t10:59+00:00, 9    crann    street ,nt,55,17,74,168,,blurred-vision,0
i102191828,heather,jane,kirby,f,52, 3  foxglove  road ,kirby68@aol.com,not-married,2018-7-31t20:20+00:00, 3    foxglove    road ,nsw,59,21,80,119,,shortness-of-breath,0
i191963260,chadburne,donald,peele,m,47, 118  narranga  terrace ,kfehqfljql@mail.com,married,2018-7-31t14:42+00:00, 118    narranga    terrace ,sa,127,38,81,218,0,gait-difficulties,0
a114099763,donald,myres,maynard,m,38, 38  forrest  street ,maynard4@gmail.com,married,2018-7-31t19:32+00:00, 38    forrest    street ,qld,117,32,69,276,,sleeps-more,0
h165617442,kenneth,jennings,eskander,m,22, 93  target  hill  road ,eskander14@mail.com.au,not-married,2018-7-31t02:35+00:00, 93    target    hill    road ,sa,139,50,70,232,,prolapsed-uterus,0
a195637076,malorie,j,isenhour,f,31, 15  queen  street ,isenhour8@aol.com,married-de-facto,2018-7-31t18:02+00:00, 15    queen    street ,qld,63,22,75,330,,drowsiness,0
h122614933,susan,Miss,cooper,f,28, 20  alday  street ,cooper.susan@gmail.com,married,2018-7-31t12:06+00:00, 20    alday    street ,wa,86,33,73,202,,mini-transient-ischemic-attack-(tia),0
f157042521,alex,kenneth,phillips,m,30, beauty  point  road ,phillips.alex@yahoo.com,married-de-facto,2018-7-31t07:11+00:00, beauty    point    road ,nsw,135,49,76,163,,drowsiness,0
b141134150,james,m,sisler,m,27, 8  cleveland  close ,james34@aol.com,married,2018-7-31t13:20+00:00, 8    cleveland    close ,vic,145,51,73,147,0,ue-to-urinary-tract-infection,0
e169373940,timothy,phillip,treleven,m,62, 161  hannan  street ,timothy.treleven@mail.com,married-de-facto,2018-7-31t24:44+00:00, 161    hannan    street ,wa,136,37,78,57,0,low-energy,0
f138149202,teresa,marie,thompson,f,21, danger  camp  road ,thompson72@hotmail.com,widowed,2018-7-31t22:25+00:00, danger    camp    road ,qld,124,42,79,159,,insomnia,0
c160595876,andre,lynn,jones,m,49,wanganui,andre.jones@yahoo.com,married,2018-7-31t11:20+00:00,wanganui,nsw,97,27,76,196,,palliative-care-and-hospice-due-to-worsening-of-hip-pain,0
g147535308,tineo,lavon,weaks,m,22, 23  hedley  street ,weaks.tineo@yahoo.com,not-married,2018-7-31t10:08+00:00, 23    hedley    street ,act,81,27,72,169,,wandering,0
c178028867,ella,melton,robinson,f,28, palm  circuit ,robinson.ella@hotmail.com,not-married,2018-7-31t02:27+00:00, palm    circuit ,nt,149,51,69,125,,backache,0
a133419260,peter,earl,carpenter,m,20, 9  morgans  street ,peter.carpenter@mail.com.au,married,2018-7-31t24:16+00:00, 9    morgans    street ,wa,62,20,81,223,0,fall,0
d121413921,michael,jacob,piner,m,28, 46  franklin  street ,piner.michael@mail.com,not-married,2018-7-31t07:07+00:00, 46    franklin    street ,tas,91,24,75,174,0,headache,0
f165252122,john,southerland,dayton,m,27, 249  george  street ,john.dayton@mail.com.au,married,2018-7-31t09:11+00:00, 249    george    street ,nsw,90,33,69,132,0,squamous-cell-carcinoma,0
g171326946,kendrick,demitreus,love,m,31, 42  patrick  avenue ,snflnegaiq@mail.com.au,separated,2018-7-31t09:17+00:00, 42    patrick    avenue ,vic,79,25,65,161,0,atrial-fibrillation,0
d143282137,theresa,cherell,schroeder,f,38, 5  staaten  street ,schroeder.theresa@aol.com,married,2018-7-31t22:47+00:00, 5    staaten    street ,qld,135,50,73,160,,blepharitis--bilateral,0
e145894210,thomas,james,castaldo,m,32, 3  powell  street ,thomas.castaldo@yahoo.com,married,2018-7-31t12:56+00:00, 3    powell    street ,nsw,96,27,71,149,,foot-injury-associated-with-fall-in-shower-reported-at-month-6,0
c152120625,ugochukwu,antony,lee,m,28, crendon  street ,ugochukwu.lee@yahoo.com,,2018-7-31t22:32+00:00, crendon    street ,,92,32,77,48,0,depressed-mood,0
e182326986,jeshira,cochran,brown,f,32, 22  cambrai  avenue ,krdqqkilqq@aol.com,divorced,2018-7-31t20:37+00:00, 22    cambrai    avenue ,nsw,77,30,72,198,,prostatism,0
a114115151,robert,Mr,koehler,m,36,annandale,koehler.robert@mail.com.au,widowed,2018-7-31t12:03+00:00,annandale,nsw,107,33,79,241,0,fainting-episode,0
c181438143,rebecca,rene,varner,f,41, 27  hawkesbury  avenue ,varner81@mail.com.au,married-de-facto,2018-7-31t14:35+00:00, 27    hawkesbury    avenue ,nsw,63,27,73,83,,drowsiness,0
d123127650,sarah,polissa,khan,f,49, port  campbell  road ,sbreajiotn@mail.com.au,married,2018-7-31t02:02+00:00, port    campbell    road ,vic,84,28,72,94,,depressed-mood,0
f127843690,ashley,sherell,merwarth,f,26, 21  mill  street ,ashley.merwarth@gmail.com,married,2018-7-31t02:57+00:00, 21    mill    street ,sa,94,32,75,106,,dry-eyes-symptoms,0
e138620549,carol,jean,bell,f,40, 63  nimmo  street ,bell58@gmail.com,married,2018-7-31t24:57+00:00, 63    nimmo    street ,vic,79,31,70,224,,dizziness,0
b140590479,shelby,hilburn,elliot,f,34, 5  jeffrey  street ,dijennebte@aol.com,not-married,2018-7-31t08:28+00:00, 5    jeffrey    street ,vic,148,54,79,153,,broken-right-ankle,0
b103973707,travis,douglas,webb,m,33, 25  errungwa  street ,travis.webb@mail.com,married,2018-7-31t11:42+00:00, 25    errungwa    street ,nt,79,21,83,154,,cataract-removal-left-eye,0
e120480978,naiem,keith,adams,m,29, 6  leamington  road ,cgahnmcsdp@mail.com.au,married,2018-7-31t11:29+00:00, 11    wardlow    court ,vic,86,29,77,174,,stiff/sore-neck,0
g187827061,kathryn,anne,combes,f,25, 57  falconer  street ,kathryn.combes@mail.com.au,married,2018-7-31t10:35+00:00, 57    falconer    street ,qld,111,38,77,227,,constipation,0
a115111802,bertha,charles,wilder,m,26, 32  sentry  crescent ,pbphmrcqmn@yahoo.com,married,2018-7-31t23:44+00:00, 32    sentry    crescent ,act,118,34,76,227,0,renal-calculus,0
i119304993,johnny,bradley,hagerty,m,30, houses  road ,johnny35@yahoo.com,separated,2018-7-31t14:55+00:00, houses    road ,tas,95,28,75,186,0,chronic-right-shoulder-pain,0
f195998465,gary,marshall,carter,m,35, 36  freda  gibson  circuit ,gary.carter@yahoo.com,married,2018-7-31t17:48+00:00, 36    freda    gibson    circuit ,act,124,44,76,187,0,nausea,0
g167461477,denise,arcissa,johnson,f,45, 3  kemp  street ,denise57@mail.com,married-de-facto,2018-7-31t14:20+00:00, 3    kemp    street ,nsw,118,48,67,236,,dry-mouth,0
e165310450,christina,averie,lewis,f,26, 268  fisher  street ,lewis73@hotmail.com,not-married,2018-7-31t16:09+00:00, 268    fisher    street ,qld,55,17,79,164,,r-eye-macular-degeneration,0
f186258343,william,thomas,liechty,m,30, 5386  bridport  highway ,liechty.william@yahoo.com,married,2018-7-31t02:30+00:00, 5386    bridport    highway ,tas,88,26,77,206,1,blood-pressure-dropped,0
g106573448,rebecca,ruth,young,f,32, 16  tintara  road ,rebecca.young@mail.com,married-de-facto,2018-7-31t23:59+00:00, 16    tintara    road ,sa,139,57,81,204,,muscloskeletal-pain(back-pain),0
c122312655,albert,wess,hamill,m,36, 47  progress  drive ,albert81@hotmail.com,,2018-7-31t07:57+00:00, 47    progress    drive ,,149,42,72,167,1,accidental-fall,0
d186209686,h,edward,eason,m,29, 43  pangari  crescent ,eason.h@mail.com.au,married-de-facto,2018-7-31t19:24+00:00, 43    pangari    crescent ,nsw,110,32,76,125,0,frustration-resulting-in-depressed-mood,0
g152426930,linda,susanbaumann,waterman,f,35, 10  mccubbin  court ,adckhpallb@mail.com.au,married,2018-7-31t17:01+00:00, 10    mccubbin    court ,vic,92,28,79,151,,headache,0
e136587944,leanna,burlison,zimmerman,f,28, 37  o'donnell  street ,zimmerman24@yahoo.com,married,2018-7-31t10:07+00:00, 37    o'donnell    street ,nsw,85,36,72,72,,worsening-osteoarthritis-of-neck,0
d113589524,nicholas,d,willis,m,28, erin  street ,nicholas.willis@hotmail.com,married,2018-7-31t21:40+00:00, erin    street ,nsw,92,32,73,187,0,depressed-mood,0
f172684049,elizabeth,h,hayes,f,24, 54  herbert  street ,hayes.elizabeth@hotmail.com,married,2018-7-31t07:52+00:00, 54    herbert    street ,vic,91,29,76,104,,musculosketal-pain-(weakness-in-legs),0
c190727953,ward,scott,cox,m,25, 1148  gold  coast  highway ,ward.cox@mail.com.au,married-de-facto,2018-7-31t19:37+00:00, 1148    gold    coast    highway ,qld,79,26,72,273,,rash-on-bilateral-forearms,0
h192603942,munjalkumar,,clark,m,18, 9  erica  avenue ,slpidlqffi@yahoo.com,n/a,2018-7-31t18:36+00:00, 9    erica    avenue ,,81,26,69,153,,bronchial-pneumonia,0
i162315434,bobby,rogers,page,m,33, 39  morrow  street ,fmmnrlhrmk@mail.com.au,not-married,2018-7-31t12:19+00:00, 39    morrow    street ,act,119,30,73,148,,sinus-infection,0
f170546979,crissandra,gibson,holler,f,18, warrego  highway ,crissandra27@hotmail.com,n/a,2018-7-31t13:08+00:00, warrego    highway ,qld,49,16,73,104,,depressed-mood,0
b100224439,janet,moneat,broughton,f,28, 41  lindsay  avenue ,janet.broughton@mail.com,separated,2018-7-31t19:35+00:00, 41    lindsay    avenue ,nsw,83,27,71,157,,sore-muscles/severe-cramping-in-legs-and-thighs,0
c102849429,jaime,bobette,burleson,f,33, 98  bayview  street ,msdjekhfdq@mail.com,not-married,2018-7-31t09:55+00:00, 98    bayview    street ,qld,134,54,78,244,,bronchitis/cough,0
i183126322,john,edward,baker,m,28, golden  plains  walgett  2832  nsw ,john4@mail.com,not-married,2018-7-31t16:08+00:00, golden    plains ,nsw,69,24,75,113,,dizziness,0
d117393689,tomi,anna,brown,f,24, 24  ruth  street ,isrerknbhb@gmail.com,not-married,2018-7-31t05:52+00:00, 24    ruth    street ,vic,118,47,69,225,,hearing-loss-(bilateral),0
e178611731,susan,,caudill,f,33, 22  stott  street ,,married-de-facto,2018-7-31t16:06+00:00, 22    stott    street ,vic,94,33,70,200,,dry-mouth,0
a196719050,shelly,smith,bullard,f,28, 20  grey  street ,bullard92@yahoo.com,not-married,2018-7-31t13:25+00:00, 20    grey    street ,nsw,124,53,72,161,,episodic-shortness-of-breath-at-rest,0
f165849059,francisco,louis,buchanan,m,35, 79  cadell  street ,buchanan.francisco@aol.com,not-married,2018-7-31t19:04+00:00, 79    cadell    street ,nsw,114,38,70,155,0,atrial-flutter,0
f136252728,larry,herman,onyeabo,m,42, 3  guy  street ,larry.onyeabo@mail.com,married,2018-7-31t12:36+00:00, 3    guy    street ,tas,127,40,73,117,,right-eye-cataract,0
d169512973,manrique,g,brunner,m,29, 67  shore  road ,manrique21@aol.com,married,2018-7-31t18:47+00:00, 67    shore    road ,qld,103,27,71,169,,urinary-frequency,0
d122383240,erica,anita,lowes,f,43, 35  evergreen  avenue ,lowes95@gmail.com,not-married,2018-7-31t22:53+00:00, 35    evergreen    avenue ,vic,47,16,74,201,,cataract-surgery--l-eye,0
d116466509,david,matthew,peterson,m,37, 58  warringa  drive ,david56@aol.com,married-de-facto,2018-7-31t02:42+00:00, 58    warringa    drive ,nsw,139,41,79,185,0,closed-head-injury-with-loc-due-to-mva-on-10/29/2008,0
d128614198,anthony,lynn,kimball,m,38, 1  eden  street ,anthony29@mail.com.au,married-de-facto,2018-7-31t09:21+00:00, 1    eden    street ,nsw,103,34,76,148,0,scleral/conjunctival-irritation,0
f185594529,claude,paul,davis,m,28, 6  cycad  place ,davis7@yahoo.com,married-de-facto,2018-7-31t02:54+00:00, 6    cycad    place ,nt,59,15,72,218,1,rectocele,0
i163887744,laine,beagle,murray,f,26, 4  tooma  place ,laine.murray@aol.com,divorced,2018-7-31t10:43+00:00, 4    tooma    place ,act,59,18,72,86,,crying,0
i112523166,zachary,bolding,torrence,m,34, 134  hardgrave  road ,zachary82@yahoo.com,married-de-facto,2018-7-31t21:32+00:00, 134    hardgrave    road ,qld,88,24,76,202,1,gerd,0
c197828176,gregory,elvin,lucas,m,43, 46  mountain  circuit ,gregory.lucas@yahoo.com,widowed,2018-7-31t24:44+00:00, 46    mountain    circuit ,act,144,51,80,169,,dry-mouth,0
f133359483,ronald,david,spires,m,33, 14  russell  street ,ronald.spires@mail.com.au,married-de-facto,2018-7-31t05:44+00:00, 14    russell    street ,nsw,81,25,82,203,,abdominal-discomfort,0
h193187882,randall,wayne,kincaid,m,27, 34  burns  street ,rrnigiokeq@hotmail.com,married,2018-7-31t08:01+00:00, 34    burns    street ,tas,86,25,71,165,1,cough,0
i122539038,wayland,dane,couch,m,43, 5  moore  crescent ,couch70@yahoo.com,separated,2018-7-31t24:13+00:00, 5    moore    crescent ,nsw,82,23,76,178,,sleep-apnea,0
g167096697,anne,m,sanders,f,38, 4  harnett  place ,sanders49@yahoo.com,married,2018-7-31t22:04+00:00, 4    harnett    place ,,55,,75,177,,crying,0
f181687500,declan,daniel,forsythe,m,25, 19  doyle  avenue ,kbhbjnnfic@mail.com,married-de-facto,2018-7-31t14:51+00:00, 19    doyle    avenue ,tas,130,44,74,219,,neck-stiffness,0
c139883019,larry,keith,greenberg,m,45, 4  equity  place ,greenberg66@hotmail.com,divorced,2018-7-31t09:38+00:00, 4    equity    place ,nsw,78,21,70,168,0,shingles,0
c177868944,linda,ann,chen,f,19, 17  lawton  street ,linda69@mail.com,married,2018-7-31t09:07+00:00, 17    lawton    street ,nsw,66,23,73,192,,fall,0
d187310561,melvin,lynn,conrad,m,38, 19  mcewan  street ,conrad69@hotmail.com,married,2018-7-31t13:43+00:00, 19    mcewan    street ,qld,82,23,81,205,0,insomnia,0
h178547616,cynthia,benise,mcgee,f,28, 49  carruthers  street ,mcgee.cynthia@hotmail.com,not-married,2018-7-31t23:14+00:00, 49    carruthers    street ,act,83,33,72,161,,h.pylori,0
b159449625,kimberly,lee,coates,f,30, 376  majorca  road ,coates63@yahoo.com,married,2018-7-31t14:46+00:00, 376    majorca    road ,vic,143,46,71,115,,muscloskeletal-pain,0
b183024966,john,adams,sharpe,m,65, 10  leonarda  drive ,john32@aol.com,married,2018-7-31t10:10+00:00, 10    leonarda    drive ,qld,127,46,73,152,,2nd-degree-burn---right-hand,0
b163249101,rosetta,braswell,allcock,f,50, 21  pinkwood  drive ,scnoqekrfb@hotmail.com,married,2018-7-31t24:21+00:00, 21    pinkwood    drive ,qld,55,20,77,135,,spontaneous-falls,0
d126060102,allison,howell,granger,f,30, 1  douglas  street ,granger38@hotmail.com,not-married,2018-7-31t17:11+00:00, 1    douglas    street ,vic,131,53,71,203,,blurred-vision,0
c158681814,gena,leigh,peterson,f,58, 7  quandong  avenue ,gena.peterson@gmail.com,not-married,2018-7-31t13:13+00:00, 7    quandong    avenue ,nt,129,44,79,149,,allergic-reaction,0
g122330751,steven,m,schueneman,m,24, 67  rokeby  crescent ,steven81@hotmail.com,not-married,2018-7-31t22:05+00:00, 67    rokeby    crescent ,vic,114,40,75,138,0,laryngitis-lost-voice-only,0
e122892321,camron,wayne,nichols,m,27, 347  scrub  hill  road ,gnhjicqikp@mail.com.au,married,2018-7-31t13:35+00:00, 347    scrub    hill    road ,qld,59,19,68,81,0,somnolence,0
g130608816,kierra,kim,graham,f,63, 3  cherrywood  avenue ,kierra90@aol.com,married-de-facto,2018-7-31t18:28+00:00, 3    cherrywood    avenue ,nsw,97,34,76,251,,urinary-frequency-due-to-enlarged-prostate,0
b181908045,tony,douglas,le,m,29, 12  gosse  crescent ,tony.le@aol.com,married,2018-7-31t09:35+00:00, 12    gosse    crescent ,nt,138,38,73,150,,automobile-accident,0
i168529122,karen,lucinda,degroot,f,34, 3  conlan  street ,karen.degroot@aol.com,not-married,2018-7-31t15:20+00:00, 3    conlan    street ,qld,136,42,71,145,,constipation,0
e113210944,kaitlyn,ann,thomas,f,34, 4  elf  avenue ,kaitlyn.thomas@mail.com.au,married,2018-7-31t12:22+00:00, 4    elf    avenue ,tas,59,19,77,178,,left-ear-infection,0
g130166208,richard,drew,finnerty,m,30, 24  spinks  road ,richard.finnerty@mail.com.au,married-de-facto,2018-7-31t13:55+00:00, 24    spinks    road ,sa,99,25,72,225,,foot-ulcer,0
g158990300,janice,jo,watson,f,25, 4  yeppoon  crescent ,watson.janice@yahoo.com,married,2018-7-31t04:24+00:00, 4    yeppoon    crescent ,qld,145,47,75,198,,non-cancerous-skin-lesion-on-face-removal,0
a197134558,carol,stirling,montgomery,f,42, 13  burnside  street ,montgomery40@gmail.com,not-married,2018-7-31t04:46+00:00, 13    burnside    street ,act,46,18,78,149,,laryngitis,0
d142769688,frederick,,majdanski,m,36, 6  chevalley  loop ,majdanski76@aol.com,married,2018-7-31t21:47+00:00, 5    chauncy    crescent ,,110,29,69,181,,urinary-tract-infection,0
h163640516,jesse,chavalier,smith,m,29, 55  dalley  crescent ,jesse.smith@mail.com.au,married,2018-7-31t20:31+00:00, 55    dalley    crescent ,act,103,29,78,229,0,spider-bite,0
d171270967,anthony,graham,nardi,m,36, 13  swinson  road ,anthony.nardi@aol.com,married-de-facto,2018-7-31t19:55+00:00, 13    swinson    road ,nsw,148,46,71,111,0,bronchial-asthma-exacerbation,0
e196844334,jesse,travis,butler,m,40, 32  kambalda  crescent ,butler.jesse@yahoo.com,married,2018-7-31t20:54+00:00, 32    kambalda    crescent ,act,141,43,72,186,0,dizziness,0
h185531128,roger,monroe,hinceman,m,25, 57  dorisvale  crescent ,roger60@gmail.com,married,2018-7-31t22:16+00:00, 57    dorisvale    crescent ,nt,104,27,78,115,0,musculoskeletal-pain-(back),0
i137934677,marissa,m,hickman,f,44, 51  robert  street  wallsend  2287  nsw ,oaptfltsmk@mail.com.au,not-married,2018-7-31t08:59+00:00, 51    robert    street ,nsw,121,70,68,143,,retinal-wrinkling,0
i157484130,bennie,hamilton,morlando,f,32, de  zen  road ,ejpetnidbl@hotmail.com,married,2018-7-31t18:31+00:00, de    zen    road ,qld,128,44,73,127,,musculoskeletal-pain,0
i157475609,tiffany,joyner,spruill,f,32, 65  york  street ,tiffany.spruill@aol.com,widowed,2018-7-31t15:31+00:00, 65    york    street ,wa,134,54,76,108,,general-illness,0
d164366230,kathryn,alegria,haynes,f,50, 48  settlement  road ,haynes.kathryn@yahoo.com,married,2018-7-31t07:43+00:00, 48    settlement    road ,vic,147,53,73,215,,spinal-surgery,0
f185459271,ashley,paige,holt,f,44, 1  daly  street ,holt.ashley@mail.com,married-de-facto,2018-7-31t20:25+00:00, 1    daly    street ,nt,126,49,73,253,,irregular-heart-rate,0
a148929184,wilma,goodman,arnold,f,37, currigee  street ,arnold.wilma@gmail.com,not-married,2018-7-31t21:38+00:00, currigee    street ,qld,119,41,70,170,,depressed-mood,0
g146204084,deana,smith,ortiz,f,41, 167  buchan  street ,deana.ortiz@mail.com,married,2018-7-31t11:52+00:00, 167    buchan    street ,qld,120,45,80,61,,altered-mental-status-with-agitation,0
i172300677,christine,mohn,brockington,f,35, 86  darling  street ,christine95@mail.com.au,married,2018-7-31t19:03+00:00, 86    darling    street ,nsw,54,18,77,255,,fall,0
i128034127,james,lee,hinton,m,29, 9  murray  jones  street ,hinton9@mail.com,married,2018-7-31t11:40+00:00, 9    murray    jones    street ,vic,76,26,72,174,0,dizziness,0
f124075356,shondela,elyse,jimenez,f,66, 58  school  road ,shondela20@gmail.com,not-married,2018-7-31t23:42+00:00, 58    school    road ,,79,32,76,186,,pain-in-left-hip-secondary-to-arthritis,0
i171545305,sara,ellis,sigmon,f,29, 114  belmont  road ,sigmon.sara@mail.com.au,married,2018-7-31t12:48+00:00, 114    belmont    road ,wa,93,34,74,153,,action-tremor-(shaky-writing),0
g127014254,bert,lamont,ethridge,m,22, 111  gillies  street ,bert.ethridge@mail.com.au,not-married,2018-7-31t19:18+00:00, 111    gillies    street ,vic,136,41,76,173,,cataracts-with-surgical-repair,0
h151771994,evelyn,deanna,lemmings,f,50, 15  st  anns  road ,lemmings68@hotmail.com,married-de-facto,2018-7-31t18:39+00:00, 15    st    anns    road ,vic,115,48,70,203,,fall,0
a136826325,tonya,crotts,foster,f,19, 36  brinkin  terrace ,,married,2018-7-31t01:58+00:00, 36    brinkin    terrace ,nt,62,28,70,235,,coughing,0
i153602942,georgeanna,sullivan,safrin,f,36, lindsay  creek ,georgeanna76@aol.com,married,2018-7-31t06:14+00:00, lindsay    creek ,nsw,95,39,75,203,,decreased-sense-of-smell,0
i152253808,william,james,roofner,m,44, 93  brighton  street ,william.roofner@yahoo.com,married-de-facto,2018-7-31t09:55+00:00, 93    brighton    street ,nsw,142,48,73,170,0,depression-(worsened-since-month-6-visit),0
c147664352,james,dwain,newman,m,29, 15  dixon  road ,ibkrjesfep@gmail.com,not-married,2018-7-31t10:16+00:00, 15    dixon    road ,nt,146,52,76,187,0,peripheral-neuropathy,0
a188933987,gabriel,dewayne,hayes,m,18, 219  findon  road ,gabriel.hayes@mail.com,n/a,2018-7-31t20:49+00:00, 219    findon    road ,sa,71,25,76,155,0,constipation,0
a190188124,dana,jonathan,sweet,m,45, 78  taylor  street ,dana.sweet@aol.com,married,2018-7-31t03:21+00:00, 78    taylor    street ,qld,91,23,73,243,,drowsiness,0
c155843340,steve,dee,fields,m,25, 16  somerville  gardens  road ,steve.fields@aol.com,divorced,2018-7-31t21:48+00:00, 16    somerville    gardens    road ,nt,95,55,80,71,,unintelligent-speech,0
d132825459,robert,lane,roncevich,m,63, 11  union  road ,robert3@yahoo.com,not-married,2018-7-31t03:20+00:00, 11    union    road ,vic,143,50,80,110,0,r-eye-cataract-surgery,0
