ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,marital_status,current_timestamp,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
b163249101,rosetta,braswell,allcock,f,50,5/5/1968, 21  pinkwood  drive ,ashmore,4214,qld, 07  6337  0508 ,scnoqekrfb@hotmail.com,married,2018-7-31t24:21+00:00,other-worker,22300.0,ccc1da1739c6424c3525d144ff9aa316,27,2014-01-19t19:14+00:00
d126060102,allison,howell,granger,f,30,1/9/1988, 1  douglas  street ,upwey,3158,vic, 03  8698  6781 ,granger38@hotmail.com,not-married,2018-7-31t17:11+00:00,un-employed,500.0,b49ff5c0cdff33e744e73d1d7dacfcbc,11,2018-01-07t21:17+00:00
c158681814,gena,leigh,peterson,f,58,15/3/1960, 7  quandong  avenue ,nhulunbuy,0880,nt, 08  1618  6238 ,gena.peterson@gmail.com,not-married,2018-7-31t13:13+00:00,other-technician,106500.0,5a12f0eda07eaae5e7c8464f041eeb3e,39,2018-02-01t22:54+00:00
g122330751,steven,m,schueneman,m,24,26/2/1994, 67  rokeby  crescent ,craigieburn,3064,vic, 03  7740  1973 ,steven81@hotmail.com,not-married,2018-7-31t22:05+00:00,other-worker,55700.0,454f259bfb21b56108f876ba61c3db62,5,2018-03-07t16:10+00:00
e122892321,camron,wayne,nichols,m,27,20/6/1991, 347  scrub  hill  road ,pialba,4655,qld, 07  2336  6909 ,gnhjicqikp@mail.com.au,married,2018-7-31t13:35+00:00,shop-assistent,5500.0,6f9e812d0e1e0e6be8f303443b2c163d,6,2016-12-10t12:56+00:00
g130608816,kierra,kim,graham,f,63,11/1/1955, 3  cherrywood  avenue , mount    riverview ,2774,nsw, 02  5043  5239 ,kierra90@aol.com,married-de-facto,2018-7-31t18:28+00:00,chief-executive,140700.0,bfae0f2396d0255874510b64304d892d,44,2018-06-07t16:03+00:00
b181908045,tony,douglas,le,m,29,10/6/1989, 12  gosse  crescent ,yulara,0872,nt, 08  7014  3004 ,tony.le@aol.com,married,2018-7-31t09:35+00:00,manager,136300.0,c88fce5511b7efcc3c4bf9505925ff58,10,2018-02-17t20:27+00:00
i168529122,karen,lucinda,degroot,f,34,12/5/1984, 3  conlan  street ,roma,4455,qld, 07  3992  4431 ,karen.degroot@aol.com,not-married,2018-7-31t15:20+00:00,machinary-driver,5500.0,120877190e9f6ca0af230345fb7bba64,15,2018-05-17t03:27+00:00
e113210944,kaitlyn,ann,thomas,f,34,16/12/1984, 4  elf  avenue ,glenorchy,7010,tas, 6191  7411 ,kaitlyn.thomas@mail.com.au,married,2018-7-31t12:22+00:00,carer,21500.0,c3e3d136873ca4adfaaa196cc9f4de43,15,2018-06-27t17:01+00:00
g130166208,richard,drew,finnerty,m,30,23/6/1988, 24  spinks  road ,marino,5049,sa, 08  8896  4808 ,richard.finnerty@mail.com.au,married-de-facto,2018-7-31t13:55+00:00,other-service-worker,41500.0,600d3ab709e6a338335629e61e0fa424,7,2014-05-25t18:07+00:00
g158990300,janice,jo,watson,f,25,16/12/1993, 4  yeppoon  crescent ,yeppoon,4703,qld, 07  7688  5995 ,watson.janice@yahoo.com,married,2018-7-31t04:24+00:00,secretary,13700.0,c66eaa507e2526dd72c75969e25693b4,6,2018-03-08t04:12+00:00
a197134558,carol,stirling,montgomery,f,42,19/6/1976, 13  burnside  street ,watson,2602,act, 02  9132  4264 ,montgomery40@gmail.com,not-married,2018-7-31t04:46+00:00,chief-executive,94300.0,307d16e51a54b57d6f7e96993bf5ebaf,17,2012-05-23t07:18+00:00
d142769688,frederick,,majdanski,m,36,30/12/1982, 6  chevalley  loop ,gordon,2906,act, 02  5846  9050 ,majdanski76@aol.com,married,2018-7-31t21:47+00:00,health-support-worker,49900.0,a1ad774b53c236f6a5764007d32caf6e,17,2018-06-05t03:01+00:00
h163640516,jesse,chavalier,smith,m,29,22/8/1989, 55  dalley  crescent ,latham,2615,act, 02  1754  6142 ,jesse.smith@mail.com.au,married,2018-7-31t20:31+00:00,ict-technician,95600.0,9d34831399c10b4d6f3aeb7d1c90505c,10,2018-06-04t01:33+00:00
d171270967,anthony,graham,nardi,m,36,14/1/1982, 13  swinson  road ,blacktown,2148,nsw, 02  4009  4362 ,anthony.nardi@aol.com,married-de-facto,2018-7-31t19:55+00:00,clerks,44300.0,970b62b14a8c006ecdcbab66dff6f7c1,14,2015-10-13t10:27+00:00
e196844334,jesse,travis,butler,m,40,15/12/1978, 32  kambalda  crescent ,fisher,2611,act, 02  8148  8207 ,butler.jesse@yahoo.com,married,2018-7-31t20:54+00:00,other-technician,88700.0,156850e9b8c71bfa6aacec89bb2e2376,21,2018-01-25t19:01+00:00
h185531128,roger,monroe,hinceman,m,25,3/5/1993, 57  dorisvale  crescent ,tiwi,0810,nt, 08  9905  6528 ,roger60@gmail.com,married,2018-7-31t22:16+00:00,health-professional,83300.0,b9f79a5cf137b4b4a3deed6a44b795e9,6,2018-05-01t23:27+00:00
i137934677,marissa,m,hickman,f,44,13/11/1974, 51  robert  street  wallsend  2287  nsw ,,,, 02  1366  0948 ,oaptfltsmk@mail.com.au,not-married,2018-7-31t08:59+00:00,ict-technician,60700.0,0445b016cdc35206676a3385b2fd4947,25,2018-01-27t22:39+00:00
i157484130,bennie,hamilton,morlando,f,32,9/2/1986, de  zen  road ,palmview,4553,qld, 07  6408  2249 ,ejpetnidbl@hotmail.com,married,2018-7-31t18:31+00:00,automotive-worker,34200.0,ccd04d020831212c311c8734d4470589,13,2018-05-23t08:53+00:00
i157475609,tiffany,joyner,spruill,f,32,31/1/1986, 65  york  street , tuart    hill ,6060,wa, 08  8714  8025 ,tiffany.spruill@aol.com,widowed,2018-7-31t15:31+00:00,legislator,93400.0,8d8fa503dca3e6c0a4fa4f04a5fbc9a2,13,2018-03-10t17:09+00:00
d164366230,kathryn,alegria,haynes,f,50,15/11/1968, 48  settlement  road ,cowes,3922,vic, 03  9133  0877 ,haynes.kathryn@yahoo.com,married,2018-7-31t07:43+00:00,construction-worker,24500.0,cec94de8d3476159b38b9036e7a2055f,30,2017-08-01t06:05+00:00
f185459271,ashley,paige,holt,f,44,13/5/1974, 1  daly  street ,darwin,0800,nt, 08  3337  8212 ,holt.ashley@mail.com,married-de-facto,2018-7-31t20:25+00:00,construction-labourer,10800.0,d024b5e8178ccf342a3d257c368b3c56,25,2018-05-23t05:52+00:00
a148929184,wilma,goodman,arnold,f,37,19/1/1981, currigee  street , stradbroke    island ,4103,qld, 07  7835  3543 ,arnold.wilma@gmail.com,not-married,2018-7-31t21:38+00:00,machinary-driver,7000.0,27c9b7b34e94bcec45665e7b8f6e2b88,18,2018-04-20t06:54+00:00
g146204084,deana,smith,ortiz,f,41,6/1/1977, 167  buchan  street ,cairns,4870,qld, 07  2414  7735 ,deana.ortiz@mail.com,married,2018-7-31t11:52+00:00,personal-assistant,20200.0,a663174e522eba375cb091110d5c101f,21,2017-11-09t19:22+00:00
i172300677,christine,mohn,brockington,f,35,5/8/1983, 86  darling  street ,balmain,2041,nsw, 02  5374  2309 ,christine95@mail.com.au,married,2018-7-31t19:03+00:00,other-technician,73400.0,307a5727fa348b722c5b26940f293c26,16,2018-05-24t05:37+00:00
i128034127,james,lee,hinton,m,29,26/9/1989, 9  murray  jones  street , point    cook ,3030,vic, 03  4859  6792 ,hinton9@mail.com,married,2018-7-31t11:40+00:00,other-clerical-worker,31100.0,d27058a6a7e040d4b233c2d53d7025aa,9,2017-08-12t06:43+00:00
f124075356,shondela,elyse,jimenez,f,66,7/10/1952, 58  school  road ,capalaba,4157,qld, 07  2184  3066 ,shondela20@gmail.com,not-married,2018-7-31t23:42+00:00,chief-executive,131100.0,f26ebde6f37d07dcae8e67331766ede5,47,2018-06-25t17:47+00:00
i171545305,sara,ellis,sigmon,f,29,28/9/1989, 114  belmont  road ,kenwick,6107,wa, 08  2581  8499 ,sigmon.sara@mail.com.au,married,2018-7-31t12:48+00:00,automotive-worker,23200.0,5eb6aaf065fc7eef0fe6e66c6e14e653,10,2018-04-23t09:11+00:00
g127014254,bert,lamont,ethridge,m,22,28/5/1996, 111  gillies  street ,fairfield,3078,vic, 03  0492  1368 ,bert.ethridge@mail.com.au,not-married,2018-7-31t19:18+00:00,automotive-worker,59200.0,92571832d6c3d704c583e8e5829027ce,3,2018-04-09t10:42+00:00
h151771994,evelyn,deanna,lemmings,f,50,30/8/1968, 15  st  anns  road ,flinders,3929,vic, 03  8551  9595 ,lemmings68@hotmail.com,married-de-facto,2018-7-31t18:39+00:00,manager,123600.0,7636a0f54542359f3c12ee2a8cf3b232,31,2018-05-12t18:09+00:00
a136826325,tonya,crotts,foster,f,19,1/10/1999, 36  brinkin  terrace ,brinkin,0810,nt, 08  6893  6184 ,,married,2018-7-31t01:58+00:00,health-support-worker,10300.0,417dbfa73633bd93b493e543ae072aee,,2018-05-04t22:19+00:00
i153602942,georgeanna,sullivan,safrin,f,36,30/1/1982, lindsay  creek ,woodenbong,2476,nsw, 02  4436  5793 ,georgeanna76@aol.com,married,2018-7-31t06:14+00:00,secretary,14500.0,9e59dc4e470ee3ba3ff6a0ad4a0b217d,14,2015-07-14t02:06+00:00
i152253808,william,james,roofner,m,44,3/3/1974, 93  brighton  street ,petersham,2049,nsw, 02  0728  6127 ,william.roofner@yahoo.com,married-de-facto,2018-7-31t09:55+00:00,education-professional,122300.0,f6f17bd56d8cd56f396be236ce47926b,18,2011-11-08t21:42+00:00
c147664352,james,dwain,newman,m,29,6/4/1989, 15  dixon  road , alice    springs ,0870,nt, 08  3661  1428 ,ibkrjesfep@gmail.com,not-married,2018-7-31t10:16+00:00,carer,43100.0,678e912ef6036087e9fd536419dbc8c4,9,2017-06-12t15:12+00:00
a188933987,gabriel,dewayne,hayes,m,18,5/12/2000, 219  findon  road ,findon,5023,sa, 08  5226  1860 ,gabriel.hayes@mail.com,n/a,2018-7-31t20:49+00:00,casual-worker,0,a08de37e943aaf822321de59dc043c4b,1,2018-03-04t06:53+00:00
a190188124,dana,jonathan,sweet,m,45,8/8/1973, 78  taylor  street ,toowoomba,4350,qld, 07  7842  0712 ,dana.sweet@aol.com,married,2018-7-31t03:21+00:00,other-service-worker,51700.0,5e6cac0687d11092635b6af60323b6e9,26,2018-06-03t19:56+00:00
c155843340,steve,dee,fields,m,25,24/10/1993, 16  somerville  gardens  road ,parap,0820,nt, 08  4884  8227 ,steve.fields@aol.com,divorced,2018-7-31t21:48+00:00,other-worker,59700.0,4a1297b8aedca178b7b2682d3c5ee33b,6,2018-04-02t04:13+00:00
d132825459,robert,lane,roncevich,m,63,6/1/1955, 11  union  road , surrey    hills ,3127,vic, 03  2606  4137 ,robert3@yahoo.com,not-married,2018-7-31t03:20+00:00,ict-technician,80000.0,68b4b4122cc73cc55f2f1a8107624cd2,44,2018-04-20t20:25+00:00
f116104325,leronzo,turner,wyatt,m,59,19/10/1959, 9  tara  court ,mornington,3931,vic, 03  2502  0056 ,htlhkpntgq@hotmail.com,married-de-facto,2018-7-31t11:07+00:00,ict-technician,124300.0,2d0747ab0695f727a7e0859d863c766b,32,2010-10-03t05:25+00:00
a115864256,queen,cea,spann,f,22,8/11/1996, 31  napier  street ,kippa-ring,4021,qld, 07  9855  9244 ,spann.queen@mail.com.au,married,2018-7-31t04:58+00:00,other-technician,57300.0,428342abc2c3af0ad382a049c5444bff,3,2018-05-27t13:27+00:00
d145096777,dominique,michael,james,m,42,6/3/1976, 22  panorama  drive ,hillside,3037,vic, 03  6402  1522 ,james47@aol.com,not-married,2018-7-31t04:23+00:00,art-media-professional,120400.0,,23,2018-03-20t04:51+00:00
f111667008,charlotte,harrison,tinsley,f,22,17/4/1996, 38  bligh  avenue , camden    south ,2570,nsw, 02  1924  7051 ,jaossfbgle@gmail.com,married-de-facto,2018-7-31t15:21+00:00,machinary-driver,5100.0,9efd72603c7ba950d7647b0ff4f27b60,3,2018-01-02t14:45+00:00
a105998711,barbara,pierce,west,f,29,8/5/1989, 574  homer  street ,kingsgrove,2208,nsw, 02  5073  0936 ,barbara.west@gmail.com,married,2018-7-31t01:19+00:00,health-professional,66100.0,9f55c02bd33b9dd37caa6eaa2c924092,8,2016-10-15t03:23+00:00
g189223967,twila,marieilustre,keefer,f,33,20/8/1985, 39  regency  street ,brighton,4017,qld, 07  8709  4268 ,keefer.twila@yahoo.com,widowed,2018-7-31t09:39+00:00,automotive-worker,24800.0,f2e4b77fc268327c6d11d194c92705a3,10,2014-07-01t10:11+00:00
c119330125,melinda,nicole,stafford,f,19,26/10/1999, lagen  court ,bundoora,3083,vic, 03  7579  1211 ,melinda56@mail.com,married-de-facto,2018-7-31t24:43+00:00,other-worker,20900.0,942f8f843c9f6e3f20eeab9cbf223e3b,0,2018-06-06t05:49+00:00
d190325037,larry,anthony,noles,m,16,24/2/2002, oxley  highway ,walcha,2354,nsw, 02  0360  8186 ,noles.larry@gmail.com,n/a,2018-7-31t16:26+00:00,casual-worker,0,ab4fb6d70d75d698825e54c6d4d5e34f,3,2018-02-20t18:12+00:00
d179627807,steven,ricky,gwaltney,m,60,6/2/1958, 18  sergison  circuit , rapid    creek ,0810,nt, 08  1297  3218 ,jtjfbgedgk@gmail.com,married-de-facto,2018-7-31t15:28+00:00,general-manager,149200.0,fe810128dd4c518072bfe513129ec5eb,32,2009-06-24t19:10+00:00
f194532229,tyler,bernard,lawrence,m,39,8/11/1979, 9  martin  street ,dongara,6525,wa, 08  1890  4644 ,lawrence11@hotmail.com,not-married,2018-7-31t12:29+00:00,engineering-worker,76500.0,034aca8a8ba517178e978a18ec88a7dd,18,2016-01-06t10:06+00:00
g160954575,nancy,michele,tyler,f,52,12/3/1966, 9  mallan  place ,kuraby,4112,qld, 07  5118  0486 ,tyler.nancy@mail.com,married,2018-7-31t05:35+00:00,manager,107700.0,df5f59361bbcade7974629d5fb2e4a2b,33,2018-06-09t17:44+00:00
d119151555,barbara,white,gray,f,44,21/7/1974, 350  station  street , box    hill    south ,3128,vic, 03  1651  5553 ,barbara.gray@gmail.com,divorced,2018-7-31t16:40+00:00,ict-technician,79000.0,82ff305e3535f87cb8d0b23530f5b21c,21,2014-11-22t12:22+00:00
d186893283,toni,elizabeth,ray,f,52,7/3/1966, 6  nile  close ,marsfield,2122,nsw, 02  7338  7602 ,toni.ray@yahoo.com,married-de-facto,2018-7-31t18:53+00:00,other-technician,93900.0,786014ab100f888c3f4852a46a05fc20,31,2016-03-24t06:51+00:00
d161463058,kristina,paigekester,fontaine,f,44,2/9/1974, 13  brown  street , west    wallsend ,2286,nsw, 02  9256  4185 ,fontaine10@mail.com.au,married,2018-7-31t04:14+00:00,education-professional,63900.0,58bd7c54364daa96a3a77d959186b931,19,2012-09-12t21:37+00:00
d105756061,cornelia,johnson,witherspoon,f,22,20/1/1996, 44  ford  street ,muswellbrook,2333,nsw, 02  7868  8860 ,cornelia43@hotmail.com,not-married,2018-7-31t17:22+00:00,carer,12000.0,3f6528a01b25e6df75cde98dc3c5b7de,3,2018-02-12t17:16+00:00
c108251974,carroll,reece,chilen,m,34,10/9/1984, 53  bougainville  street ,forrest,2603,act, 02  6176  5225 ,rorcqjbjsj@mail.com,not-married,2018-7-31t15:51+00:00,personal-assistant,43100.0,4a7aae9df86ef22bd9a5630da667f400,11,2014-04-06t20:20+00:00
b124274317,ryan,irving,thompson,m,33,22/3/1985, 93  church  road ,doncaster,3108,vic, 03  1193  3385 ,ryan83@yahoo.com,widowed,2018-7-31t12:19+00:00,other-service-worker,45800.0,011bb28f196bb8a05e4e9c94c81be66e,14,2018-04-22t14:03+00:00
f150184638,ann,justine,ballew,f,46,25/9/1972, 180  stowport  road ,burnie,7320,tas, 03  1298  9665 ,ballew.ann@hotmail.com,not-married,2018-7-31t23:52+00:00,personal-services-worker,26600.0,b891d96d56e62c3038f1260c55ff0414,26,2017-02-16t10:42+00:00
e105346054,ronald,brian,lingerfelt,m,20,28/6/1998, farmhouse  oolloo ,daly,0822,nt, 08  5133  4096 ,ronald.lingerfelt@aol.com,married-de-facto,2018-7-31t02:52+00:00,clerical-worker,30600.0,f43c800008d15afdd0e71a7a12ee28b3,1,2018-03-07t10:20+00:00
h195709390,michael,cline,albanese,m,29,9/1/1989, 24  stevens  street ,queenscliff,3225,vic, 03  7730  6229 ,michael13@mail.com,not-married,2018-7-31t17:39+00:00,ict-professional,107200.0,534a80bad4788ffe28d1a60bb39540b0,10,2018-04-22t07:50+00:00
b199850013,frederick,elliott,dixon,m,23,21/1/1995, 10  valda  avenue , ringwood    east ,3135,vic, 03  4941  3956 ,frederick.dixon@mail.com.au,married,2018-7-31t16:25+00:00,engineering-worker,61500.0,f790981aca61473f7fd4f957cc428a8c,4,2018-05-06t05:57+00:00
d157325493,jennifer,priscilla,smith,f,52,30/1/1966, 9  gregory  court ,katherine,0850,nt, 08  4220  4338 ,jennifer17@mail.com.au,married,2018-7-31t01:38+00:00,manager,140800.0,82751a4aeac37b9ebaaa060392cc11dc,29,2014-08-08t18:50+00:00
d151633314,donald,anthonylopez,glouchenko,m,34,22/10/1984, 48  lawson  street , byron    bay ,2481,nsw, 02  8675  9157 ,glouchenko.donald@yahoo.com,not-married,2018-7-31t02:42+00:00,automotive-worker,56500.0,3a235006f19b4dca8a213b96d36dd2c7,13,2016-03-15t21:48+00:00
b154116297,shirley,dawn,lu,f,41,6/8/1977, 110  cascade  street ,paddington,2021,nsw, 02  7757  8703 ,shirley42@mail.com,married-de-facto,2018-7-31t17:32+00:00,personal-assistant,20900.0,19b0f388d2784b46aeb6a9d00e49be79,22,2018-01-18t23:13+00:00
e137558170,mark,w,stewart,m,34,10/11/1984, glendhu  station , mount    garnet ,4872,qld, 07  2484  0627 ,mmkfqeogne@hotmail.com,married-de-facto,2018-7-31t01:46+00:00,clerks,35400.0,e342acb3ec68f67567a0a08e2158301f,15,2018-01-01t09:21+00:00
a198446083,rochelle,kilby,mccord,f,43,30/3/1975, 1  brandy  hot  road ,eganstown,3461,vic, 03  6304  0401 ,mccord68@aol.com,married,2018-7-31t10:02+00:00,health-support-worker,17700.0,212747f9c4a416b7a5d8bcfc0d30ef80,24,2018-01-21t02:50+00:00
d180544452,deborah,monroe,price,f,31,2/3/1987, 31  hawaii  court , west    lakes ,5021,sa, 08  8791  1140 ,deborah.price@yahoo.com,married,2018-7-31t20:14+00:00,machinary-driver,5800.0,f86fc61895f51d6db91309392e4e9f0c,8,2014-07-04t12:46+00:00
i186748006,christine,baker,decker,f,43,19/2/1975, channel  highway ,middleton,7163,tas, 03  2935  0899 ,bnfrotaecm@aol.com,not-married,2018-7-31t09:31+00:00,ict-technician,57200.0,154a6c9ea9371b038c91c540743c6afd,23,2017-07-04t02:49+00:00
h169547094,karri,d,barbee,f,26,19/10/1992, 154  liverpool  street ,scone,2337,nsw, 02  7425  8461 ,barbee.karri@hotmail.com,married,2018-7-31t24:26+00:00,general-manager,87000.0,457d818e5f1be84e10b4222233cc599e,7,2018-04-02t06:41+00:00
a183765616,robert,lee,martin,m,26,24/2/1992, 51  greenmeadow  road ,mansfield,4122,qld, 07  6003  9453 ,smhocednel@hotmail.com,divorced,2018-7-31t19:50+00:00,construction-worker,65000.0,158a87f8bf0534c61df104af78245db2,7,2018-03-04t15:25+00:00
f197336443,kimberly,louise,benninghoff,f,35,24/2/1983, 22  bethany  street ,kingaroy,4610,qld, 07  3666  6079 ,kimberly84@hotmail.com,married,2018-7-31t09:13+00:00,other-technician,52300.0,e414420d31a89d5d3b9626bcfa056484,16,2018-01-03t02:01+00:00
a143759206,kelly,h,lassiter,f,43,11/8/1975, 2  cobblestone  grove ,doonside,2767,nsw, 02  3301  4128 ,gnshsfqksq@aol.com,married,2018-7-31t23:37+00:00,other-technician,69900.0,76f8f91bf15b689cb3bf998a9e911ff0,23,2017-07-25t07:14+00:00
b107424259,zakiem,Mr,schultz,m,58,13/2/1960, 2  piper  crescent ,frankston,3199,vic, 03  6408  6452 ,zakiem.schultz@hotmail.com,married-de-facto,2018-7-31t15:43+00:00,health-support-worker,34000.0,e556704c28f8950bb1a40eb4d30ca54e,39,2018-03-11t07:40+00:00
a129790357,charles,keith,brown,m,35,1/4/1983, bona  vista ,cuttabri,2388,nsw, 02  6186  0522 ,brown74@hotmail.com,married,2018-7-31t12:21+00:00,other-worker,78800.0,20a603efc656860b3792ed4d7a8acb76,16,2018-05-13t14:46+00:00
b166156063,angela,smith,mcclain-gray,f,35,18/7/1983, 40  ambalindum  street ,hawker,2614,act, 02  5853  0204 ,angela.mcclain-gray@yahoo.com,not-married,2018-7-31t08:29+00:00,health-professional,58700.0,72f526172cf3b241dbb399aa9f0a44ff,16,2018-06-01t05:14+00:00
i100224960,amy,parrish,chandler,f,26,19/5/1992, mandurang  road , spring    gully ,3550,vic, 03  0006  5824 ,chandler.amy@yahoo.com,not-married,2018-7-31t16:42+00:00,automotive-worker,29000.0,9586e54caee7d628b9bf3695c23edbb4,7,2018-06-17t12:22+00:00
b166583223,connie,ann,conner,f,20,29/11/1998, waughs  pocket  road , waughs    pocket ,4871,qld, 07  6399  4202 ,conner30@mail.com,married-de-facto,2018-7-31t14:29+00:00,other-technician,53700.0,ecfed499c8808f478c28ae6116784844,1,2018-05-22t06:13+00:00
h135654976,stephen,gene,lyle,m,30,8/5/1988, 85  emery  avenue ,gray,0830,nt, 08  8126  7474 ,lyle.stephen@mail.com,married,2018-7-31t19:07+00:00,other-technician,108900.0,2b4512e24ee73930f92595a84a6fc95c,11,2018-06-11t11:23+00:00
i129322039,linda,diana,gillespie,f,32,7/2/1986, 47  maluka  road ,katherine,0850,nt, 08  6102  0775 ,linda.gillespie@hotmail.com,married,2018-7-31t20:05+00:00,art-media-professional,58200.0,61b1992817aa2b9af260a7fb5ae3fb55,12,2017-03-06t15:48+00:00
d122491363,david,eugene,harris,m,43,10/2/1975, 5  maxwell  grove , glen    waverley ,3150,vic, 03  5905  1443 ,david.harris@mail.com,married,2018-7-31t02:23+00:00,construction-worker,96900.0,5916d605a1985ceff01850cfc99b8173,21,2015-04-19t08:14+00:00
g162835157,chesson,aaron,ruth,m,53,30/3/1965, 42  baguley  street ,warwick,4370,qld, 07  1456  1859 ,efadpqbmqr@hotmail.com,not-married,2018-7-31t03:41+00:00,other-technician,128000.0,29e6d741632ffbd129bc8f818a415414,34,2018-01-04t02:17+00:00
e146412834,brian,robert,christopher,m,28,8/4/1990, 6  keith  court , wandin    north ,3139,vic, 03  8540  6675 ,christopher86@yahoo.com,not-married,2018-7-31t08:45+00:00,ict-technician,71300.0,c12ca7210605d1e18abe1fc2c3333cf9,9,2018-02-02t20:22+00:00
h112213467,patricia,frances,dickerson,f,28,29/12/1990, 99  moody  street ,emerald,4720,qld, 07  8779  3623 ,patricia22@mail.com.au,divorced,2018-7-31t03:22+00:00,cleaner,5400.0,d93d416b6912ae5bf6a5e701335eaa8c,9,2018-05-17t17:39+00:00
f123868096,caleb,theodore,kane,m,65,26/6/1953, 8  whitehall  street ,kellyville,2155,nsw, 02  8827  4926 ,oicfstsner@yahoo.com,married,2018-7-31t11:31+00:00,clerical-worker,54000.0,019306013b6a09524e1fa9a381c8fce0,46,2018-01-11t12:53+00:00
h150857338,catherine,m,crumpler,f,12,22/10/2006, 119  gabo  crescent ,sadleir,2168,nsw, 02  9490  3908 ,crumpler32@mail.com.au,n/a,2018-7-31t24:40+00:00,n/a,0,n/a,0,2018-01-25t16:10+00:00
e197447745,janita,wong,kull,f,26,29/1/1992, veterans  parade , collaroy    plateau ,2097,nsw, 02  5710  8616 ,janita54@mail.com.au,married-de-facto,2018-7-31t04:02+00:00,secretary,12500.0,94edb4f6259a1b4363f4caed3534929f,4,2015-11-08t19:08+00:00
c157707729,earnest,lendell,burkhimer,m,37,24/6/1981, 93  shakespeare  street , wetherill    park ,2164,nsw, 02  0597  6670 ,earnest52@mail.com.au,married,2018-7-31t16:13+00:00,clerks,34400.0,fb336e2abbc0b6a892ba353e8c8fa420,15,2015-02-22t18:17+00:00
h112159231,emily,s,burris,f,27,26/2/1991, 34  landstrom  quadrant ,kilsyth,3137,vic, 03  1141  4004 ,gtblqpersj@mail.com,not-married,2018-7-31t07:51+00:00,other-worker,20400.0,8575f869fb35fcbd9c52d8e7a69db05d,1,2011-03-24t08:38+00:00
g157098985,maggie,monique,moran,f,20,17/6/1998, 31  lowndes  street ,bendigo,3550,vic, 03  6202  8900 ,maggie.moran@yahoo.com,not-married,2018-7-31t12:43+00:00,other-labourer,5000.0,316fab5d3d5a8a9d2b674d244c2b1632,1,2018-01-08t21:21+00:00
g157232019,barbara,williams,oettinger,f,37,3/28/1981, 43  kurrajong  drive , alice    springs ,0870,nt, 08  2950  1366 ,barbara28@yahoo.com,married,2018-7-31t13:04+00:00,clerical-worker,18800.0,1892a94a9c41ff13c8a193c3366f709a,18,2018-01-10t05:54+00:00
a188598637,ashley,brogden,hampton,f,53,9/9/1965, 6  janie  close , sinnamon    park ,4073,qld, 07  4159  9868 ,qrqgtnjnbk@aol.com,married,2018-7-31t18:11+00:00,other-technician,107600.0,3572f0fe3f0743f27bc637e418e04a4d,32,2016-06-27t12:38+00:00
g174249966,mary,ozell,alonso,f,45,22/7/1973, 11  pacific  avenue ,miami,4220,qld, 07  3266  7286 ,mary.alonso@aol.com,married,2018-7-31t17:28+00:00,ict-professional,62200.0,cdc3ef87d2040a77758c3d3309129322,24,2016-08-21t06:41+00:00
a183968297,gabriele,maria,petway,f,29,23/8/1989, 12  curtis  way ,girrawheen,6064,wa, 08  3213  2752 ,gabriele42@mail.com.au,married,2018-7-31t11:34+00:00,factory-worker,7100.0,28b11bc46de90a6346db3424820291c9,10,2018-06-04t05:12+00:00
b169749416,georgia,s,poole,f,26,5/8/1992, 63  kilgariff  crescent , alice    springs ,0870,nt, 08  1475  2226 ,mcbonqsdbi@mail.com.au,married,2018-7-31t10:26+00:00,secretary,10500.0,732978fed8965b42c3bb09ef2ec81ede,7,2018-01-27t04:01+00:00
i120926324,gregory,stephen,jackson,m,57,23/3/1961, 41  avoca  street ,dareton,2717,nsw, 02  4701  8231 ,jackson.gregory@yahoo.com,married,2018-7-31t05:46+00:00,other-worker,57800.0,e3e956a5c1e55f9b5c184ed80334b032,38,2018-05-23t05:48+00:00
h184507494,charin,kristine,whiteside,f,52,31/8/1966, 218  hansen  street ,corryong,3707,vic, 03  7652  6424 ,charin87@gmail.com,not-married,2018-7-31t21:46+00:00,other-technician,50300.0,01fced59698a92186d488bf067432b7f,33,2018-01-06t23:57+00:00
e192182186,jonnie,ann,cotton,f,27,29/10/1991, 45  reuben  street , holland    park ,4121,qld, 07  3543  1627 ,psoqpiooos@mail.com,married,2018-7-31t21:04+00:00,other-technician,58200.0,1a9437e2b6f15e1c7d0176cfdafc1d8f,8,2018-02-26t06:46+00:00
b157226075,kenneth,carroll,meek,m,33,25/2/1985, 7  henry  ck ,seaford,3198,vic, 03  5923  4864 ,meek.kenneth@yahoo.com,married,2018-7-31t14:09+00:00,legal-professional,124000.0,e0befa36bc3a9ebc40561e0b132c729c,12,2016-03-08t08:25+00:00
i146843355,howard,jewel,skogerboe,m,22,27/9/1996, 4  porter  street ,ludmilla,0820,nt, 08  5088  0706 ,skogerboe66@mail.com.au,married,2018-7-31t13:47+00:00,looking-for-employment,1300.0,48b5fc95e9304d18c372f651d22736c8,3,2018-06-26t17:50+00:00
f149193190,linda,shantai,gardner,f,18,10/12/2000, 77  blessington  street , st    kilda ,3182,vic, 03  7010  7172 ,ihgnjjlict@hotmail.com,n/a,2018-7-31t12:45+00:00,casual-worker,0,e49b3e57df8b52966e043ffe5d91d81a,1,2018-06-07t18:07+00:00
